date,open,high,low,close,vol
2014-01-17,0.000,4434.000,4434.000,4434.000,0
2014-01-20,0.000,4434.000,4434.000,4434.000,0
2014-01-21,0.000,4450.000,4450.000,4450.000,0
2014-01-22,0.000,4450.000,4450.000,4450.000,0
2014-01-24,0.000,4448.000,4448.000,4448.000,0
2014-01-27,0.000,4446.000,4446.000,4446.000,0
2014-01-28,0.000,4446.000,4446.000,4446.000,0
2014-01-29,0.000,4446.000,4446.000,4446.000,0
2014-01-30,0.000,4414.000,4414.000,4414.000,0
2014-02-07,0.000,4432.000,4432.000,4432.000,0
2014-02-10,0.000,4446.000,4446.000,4446.000,0
2014-02-11,0.000,4470.000,4470.000,4470.000,0
2014-02-12,0.000,4472.000,4472.000,4472.000,0
2014-02-13,0.000,4472.000,4472.000,4472.000,0
2014-02-14,0.000,4460.000,4460.000,4460.000,0
2014-02-17,0.000,4460.000,4460.000,4460.000,0
2014-02-18,0.000,4442.000,4442.000,4442.000,0
2014-02-19,0.000,4442.000,4442.000,4442.000,0
2014-02-20,0.000,4442.000,4442.000,4442.000,0
2014-02-21,0.000,4442.000,4442.000,4442.000,0
2014-02-24,0.000,4436.000,4436.000,4436.000,0
2014-02-25,0.000,4392.000,4392.000,4392.000,0
2014-02-26,0.000,4392.000,4392.000,4392.000,0
2014-02-27,0.000,4356.000,4356.000,4356.000,0
2014-02-28,0.000,4356.000,4356.000,4356.000,0
2014-03-03,0.000,4354.000,4354.000,4354.000,0
2014-03-04,0.000,4352.000,4352.000,4352.000,0
2014-03-05,0.000,4340.000,4340.000,4340.000,0
2014-03-06,0.000,4340.000,4340.000,4340.000,0
2014-03-10,4266.000,4340.000,4232.000,4234.000,16
2014-03-11,4344.000,4344.000,4178.000,4178.000,10
2014-03-12,0.000,4178.000,4178.000,4178.000,0
2014-03-13,4256.000,4256.000,4244.000,4256.000,2
2014-03-14,0.000,4256.000,4256.000,4256.000,0
2014-03-17,0.000,4256.000,4256.000,4256.000,0
2014-03-18,0.000,4256.000,4256.000,4256.000,0
2014-03-19,0.000,4256.000,4256.000,4256.000,0
2014-03-20,0.000,4256.000,4256.000,4256.000,0
2014-03-21,0.000,4256.000,4256.000,4256.000,0
2014-03-24,0.000,4256.000,4256.000,4256.000,0
2014-03-25,0.000,4256.000,4256.000,4256.000,0
2014-03-26,0.000,4256.000,4256.000,4256.000,0
2014-03-27,0.000,4256.000,4256.000,4256.000,0
2014-03-28,4200.000,4256.000,4200.000,4200.000,2
2014-03-31,0.000,4200.000,4200.000,4200.000,0
2014-04-01,4240.000,4240.000,4240.000,4240.000,2
2014-04-02,0.000,4240.000,4240.000,4240.000,0
2014-04-03,0.000,4240.000,4240.000,4240.000,0
2014-04-04,0.000,4240.000,4240.000,4240.000,0
2014-04-08,0.000,4240.000,4240.000,4240.000,0
2014-04-09,0.000,4240.000,4240.000,4240.000,0
2014-04-10,0.000,4240.000,4240.000,4240.000,0
2014-04-11,0.000,4240.000,4240.000,4240.000,0
2014-04-14,0.000,4240.000,4240.000,4240.000,0
2014-04-15,0.000,4240.000,4240.000,4240.000,0
2014-04-16,0.000,4240.000,4240.000,4240.000,0
2014-04-17,0.000,4240.000,4240.000,4240.000,0
2014-04-18,0.000,4240.000,4240.000,4240.000,0
2014-04-21,0.000,4240.000,4240.000,4240.000,0
2014-04-22,0.000,4240.000,4240.000,4240.000,0
2014-04-23,0.000,4240.000,4240.000,4240.000,0
2014-04-24,0.000,4240.000,4240.000,4240.000,0
2014-04-25,0.000,4240.000,4240.000,4240.000,0
2014-04-28,0.000,4240.000,4240.000,4240.000,0
2014-04-29,0.000,4240.000,4240.000,4240.000,0
2014-04-30,0.000,4240.000,4240.000,4240.000,0
2014-05-01,0.000,4240.000,4240.000,4240.000,0
2014-05-05,4296.000,4298.000,4240.000,4298.000,6
2014-05-06,0.000,4298.000,4298.000,4298.000,0
2014-05-07,0.000,4296.000,4296.000,4296.000,0
2014-05-08,0.000,4296.000,4296.000,4296.000,0
2014-05-09,0.000,4290.000,4290.000,4290.000,0
2014-05-12,0.000,4290.000,4290.000,4290.000,0
2014-05-13,0.000,4290.000,4290.000,4290.000,0
2014-05-14,0.000,4290.000,4290.000,4290.000,0
2014-05-15,0.000,4290.000,4290.000,4290.000,0
2014-05-16,0.000,4290.000,4290.000,4290.000,0
2014-05-19,0.000,4290.000,4290.000,4290.000,0
2014-05-20,0.000,4264.000,4264.000,4264.000,0
2014-05-21,0.000,4262.000,4262.000,4262.000,0
2014-05-22,0.000,4258.000,4258.000,4258.000,0
2014-05-23,0.000,4270.000,4270.000,4270.000,0
2014-05-26,0.000,4270.000,4270.000,4270.000,0
2014-05-27,0.000,4264.000,4264.000,4264.000,0
2014-05-28,0.000,4214.000,4214.000,4214.000,0
2014-05-29,4194.000,4194.000,4132.000,4194.000,2
2014-05-30,0.000,4194.000,4194.000,4194.000,0
2014-06-03,0.000,4230.000,4230.000,4230.000,0
2014-06-04,0.000,4224.000,4224.000,4224.000,0
2014-06-05,0.000,4234.000,4234.000,4234.000,0
2014-06-06,0.000,4230.000,4230.000,4230.000,0
2014-06-09,0.000,4230.000,4230.000,4230.000,0
2014-06-10,0.000,4232.000,4232.000,4232.000,0
2014-06-11,0.000,4242.000,4242.000,4242.000,0
2014-06-12,0.000,4222.000,4222.000,4222.000,0
2014-06-13,0.000,4258.000,4258.000,4258.000,0
2014-06-16,0.000,4264.000,4264.000,4264.000,0
2014-06-17,0.000,4240.000,4240.000,4240.000,0
2014-06-18,0.000,4240.000,4240.000,4240.000,0
2014-06-19,0.000,4240.000,4240.000,4240.000,0
2014-06-20,0.000,4240.000,4240.000,4240.000,0
2014-06-23,0.000,4240.000,4240.000,4240.000,0
2014-06-24,0.000,4240.000,4240.000,4240.000,0
2014-06-25,0.000,4240.000,4240.000,4240.000,0
2014-06-26,0.000,4240.000,4240.000,4240.000,0
2014-06-27,0.000,4240.000,4240.000,4240.000,0
2014-06-30,0.000,4240.000,4240.000,4240.000,0
2014-07-01,0.000,4240.000,4240.000,4240.000,0
2014-07-02,4272.000,4272.000,4240.000,4272.000,2
2014-07-03,4272.000,4272.000,4272.000,4272.000,0
2014-07-04,0.000,4272.000,4272.000,4272.000,0
2014-07-07,0.000,4272.000,4272.000,4272.000,0
