date,open,high,low,close,vol
2015-07-01,2449.000,2449.000,2312.000,2312.000,8
2015-07-02,0.000,2312.000,2312.000,2312.000,0
2015-07-03,2388.000,2397.000,2388.000,2397.000,4
2015-07-06,0.000,2397.000,2397.000,2397.000,0
2015-07-07,0.000,2272.000,2272.000,2272.000,0
2015-07-08,0.000,2193.000,2193.000,2193.000,0
2015-07-09,0.000,2096.000,2096.000,2096.000,0
2015-07-10,0.000,2178.000,2178.000,2178.000,0
2015-07-13,0.000,2214.000,2214.000,2214.000,0
2015-07-14,0.000,2186.000,2186.000,2186.000,0
2015-07-15,2216.000,2216.000,2216.000,2216.000,2
2015-07-16,2229.000,2229.000,2152.000,2152.000,4
2015-07-17,0.000,2229.000,2152.000,2152.000,0
2015-07-20,2229.000,2229.000,2152.000,2188.000,4
2015-07-21,0.000,2188.000,2188.000,2188.000,0
2015-07-22,0.000,2189.000,2189.000,2189.000,0
2015-07-23,0.000,2137.000,2137.000,2137.000,0
2015-07-24,0.000,2137.000,2137.000,2137.000,0
2015-07-27,0.000,2202.000,2202.000,2202.000,0
2015-07-28,0.000,2226.000,2226.000,2226.000,0
2015-07-29,0.000,2219.000,2219.000,2219.000,0
2015-07-30,0.000,2234.000,2234.000,2234.000,0
2015-07-31,0.000,2225.000,2225.000,2225.000,0
2015-08-03,0.000,2185.000,2185.000,2185.000,0
2015-08-04,0.000,2141.000,2141.000,2141.000,0
2015-08-05,0.000,2144.000,2144.000,2144.000,0
2015-08-06,0.000,2160.000,2160.000,2160.000,0
2015-08-07,0.000,2162.000,2162.000,2162.000,0
2015-08-10,0.000,2142.000,2142.000,2142.000,0
2015-08-11,2089.000,2230.000,2089.000,2150.000,40
2015-08-12,2089.000,2230.000,2089.000,2150.000,0
2015-08-13,2089.000,2230.000,2089.000,2168.000,40
2015-08-14,2089.000,2230.000,2089.000,2184.000,0
2015-08-17,2089.000,2230.000,2089.000,2184.000,40
2015-08-18,2089.000,2230.000,2089.000,2182.000,0
2015-08-19,2089.000,2230.000,2089.000,2167.000,40
2015-08-20,0.000,2149.000,2149.000,2149.000,0
2015-08-21,0.000,2132.000,2132.000,2132.000,0
2015-08-24,0.000,2128.000,2128.000,2128.000,0
2015-08-25,0.000,2021.000,2021.000,2021.000,0
2015-08-26,1967.000,1967.000,1967.000,1967.000,2
2015-08-28,1943.000,1943.000,1943.000,1943.000,0
2015-08-31,2062.000,2062.000,1943.000,2026.000,10
2015-09-01,0.000,2062.000,1985.000,2026.000,0
2015-09-02,2062.000,2062.000,1985.000,2010.000,10
2015-09-03,2062.000,2062.000,1985.000,2010.000,0
2015-09-07,0.000,2010.000,2010.000,2010.000,0
2015-09-08,0.000,2010.000,2010.000,2010.000,0
2015-09-09,0.000,2005.000,2005.000,2005.000,0
2015-09-10,0.000,2005.000,2005.000,2005.000,0
2015-09-11,0.000,1988.000,1988.000,1988.000,0
2015-09-14,0.000,1995.000,1995.000,1995.000,0
2015-09-15,0.000,1977.000,1977.000,1977.000,0
2015-09-16,0.000,1980.000,1980.000,1980.000,0
2015-09-17,0.000,1972.000,1972.000,1972.000,0
2015-09-18,0.000,1972.000,1972.000,1972.000,0
2015-09-21,0.000,1972.000,1972.000,1972.000,0
2015-09-22,0.000,1972.000,1972.000,1972.000,0
2015-09-23,0.000,1965.000,1965.000,1965.000,0
2015-09-24,0.000,1956.000,1956.000,1956.000,0
2015-09-25,1930.000,1956.000,1930.000,1930.000,2
2015-09-28,1930.000,1930.000,1930.000,1930.000,0
2015-09-29,1930.000,1930.000,1898.000,1898.000,2
2015-09-30,0.000,1930.000,1889.000,1889.000,0
2015-10-01,1930.000,1930.000,1930.000,1865.000,2
2015-10-08,0.000,1865.000,1865.000,1865.000,0
2015-10-09,0.000,1870.000,1870.000,1870.000,0
2015-10-12,0.000,1878.000,1878.000,1878.000,0
2015-10-13,0.000,1888.000,1888.000,1888.000,0
2015-10-14,0.000,1878.000,1878.000,1878.000,0
2015-10-15,0.000,1878.000,1878.000,1878.000,0
2015-10-16,0.000,1888.000,1888.000,1888.000,0
2015-10-19,0.000,1883.000,1883.000,1883.000,0
2015-10-20,0.000,1879.000,1879.000,1879.000,0
2015-10-21,0.000,1863.000,1863.000,1863.000,0
2015-10-22,0.000,1856.000,1856.000,1856.000,0
2015-10-23,0.000,1863.000,1863.000,1863.000,0
2015-10-26,0.000,1847.000,1847.000,1847.000,0
2015-10-27,0.000,1845.000,1845.000,1845.000,0
2015-10-28,0.000,1840.000,1840.000,1840.000,0
2015-10-29,0.000,1828.000,1828.000,1828.000,0
2015-10-30,0.000,1825.000,1825.000,1825.000,0
2015-11-02,0.000,1828.000,1828.000,1828.000,0
2015-11-03,0.000,1832.000,1832.000,1832.000,0
2015-11-04,0.000,1818.000,1818.000,1818.000,0
2015-11-05,0.000,1798.000,1798.000,1798.000,0
2015-11-06,0.000,1779.000,1779.000,1779.000,0
2015-11-09,0.000,1775.000,1775.000,1775.000,0
2015-11-10,0.000,1779.000,1779.000,1779.000,0
2015-11-11,0.000,1784.000,1784.000,1784.000,0
2015-11-12,0.000,1771.000,1771.000,1771.000,0
2015-11-13,0.000,1757.000,1757.000,1757.000,0
2015-11-16,0.000,1764.000,1764.000,1764.000,0
2015-11-17,0.000,1764.000,1764.000,1764.000,0
2015-11-18,0.000,1761.000,1761.000,1761.000,0
2015-11-19,0.000,1752.000,1752.000,1752.000,0
2015-11-20,0.000,1720.000,1720.000,1720.000,0
2015-11-23,0.000,1714.000,1714.000,1714.000,0
2015-11-24,0.000,1687.000,1687.000,1687.000,0
2015-11-25,0.000,1684.000,1684.000,1684.000,0
2015-11-26,0.000,1713.000,1713.000,1713.000,0
2015-11-27,0.000,1730.000,1730.000,1730.000,0
2015-11-30,0.000,1705.000,1705.000,1705.000,0
2015-12-01,0.000,1677.000,1677.000,1677.000,0
2015-12-02,0.000,1672.000,1672.000,1672.000,0
2015-12-03,1661.000,1760.000,1661.000,1760.000,4
2015-12-04,0.000,1760.000,1661.000,1760.000,0
2015-12-07,1661.000,1760.000,1661.000,1710.000,4
2015-12-08,0.000,1760.000,1661.000,1729.000,0
2015-12-09,1661.000,1760.000,1661.000,1716.000,4
2015-12-10,1661.000,1760.000,1661.000,1716.000,0
2015-12-11,1661.000,1760.000,1661.000,1719.000,4
2015-12-14,0.000,1760.000,1661.000,1732.000,0
2015-12-15,1661.000,1763.000,1661.000,1763.000,4
2015-12-16,0.000,1776.000,1776.000,1776.000,0
2015-12-17,0.000,1781.000,1781.000,1781.000,0
2015-12-18,0.000,1817.000,1817.000,1817.000,0
2015-12-21,0.000,1834.000,1834.000,1834.000,0
2015-12-22,0.000,1878.000,1878.000,1878.000,0
2015-12-23,0.000,1859.000,1859.000,1859.000,0
2015-12-24,0.000,1840.000,1840.000,1840.000,0
2015-12-25,0.000,1840.000,1840.000,1840.000,0
2015-12-28,0.000,1837.000,1837.000,1837.000,0
2015-12-29,0.000,1834.000,1834.000,1834.000,0
2015-12-30,0.000,1870.000,1870.000,1870.000,0
2015-12-31,0.000,1899.000,1899.000,1899.000,0
2016-01-04,0.000,1919.000,1919.000,1919.000,0
2016-01-05,0.000,1919.000,1919.000,1919.000,0
2016-01-06,0.000,1909.000,1909.000,1909.000,0
2016-01-07,0.000,1909.000,1909.000,1909.000,0
2016-01-08,0.000,1893.000,1893.000,1893.000,0
2016-01-11,0.000,1863.000,1863.000,1863.000,0
2016-01-12,0.000,1845.000,1845.000,1845.000,0
2016-01-13,0.000,1832.000,1832.000,1832.000,0
2016-01-14,0.000,1826.000,1826.000,1826.000,0
2016-01-15,0.000,1835.000,1835.000,1835.000,0
2016-01-18,1959.000,1959.000,1866.000,1916.000,4
2016-01-19,0.000,1959.000,1916.000,1916.000,0
2016-01-20,1959.000,1959.000,1916.000,1953.000,4
2016-01-21,1959.000,1959.000,1916.000,1953.000,0
2016-01-22,1959.000,1959.000,1916.000,1944.000,4
2016-01-25,1959.000,1960.000,1916.000,1960.000,0
2016-01-26,1959.000,1964.000,1916.000,1964.000,4
2016-01-27,0.000,1959.000,1916.000,1957.000,0
2016-01-28,1959.000,1967.000,1916.000,1967.000,4
2016-01-29,0.000,1959.000,1916.000,1939.000,0
2016-02-01,0.000,1926.000,1926.000,1926.000,0
2016-02-02,0.000,1948.000,1948.000,1948.000,0
2016-02-03,0.000,1939.000,1939.000,1939.000,0
2016-02-04,0.000,1941.000,1941.000,1941.000,0
2016-02-05,0.000,1961.000,1961.000,1961.000,0
2016-02-15,0.000,1965.000,1965.000,1965.000,0
2016-02-16,0.000,1977.000,1977.000,1977.000,0
2016-02-17,0.000,1977.000,1977.000,1977.000,0
