date,price,price
2016/1/1,3.78,166
2016/1/2,3.78,166
2016/1/3,3.78,166
2016/1/4,3.78,166
2016/1/5,3.78,166
2016/1/6,3.78,166
2016/1/7,3.89,171
2016/1/8,4.045,177
2016/1/9,4.05,178
2016/1/10,4.05,178
2016/1/11,4.05,178
2016/1/12,4.11,180
2016/1/13,4.22,185
2016/1/14,4.22,185
2016/1/15,4.185,184
2016/1/16,4.155,182
2016/1/17,4.155,182
2016/1/18,4.155,182
2016/1/19,4.155,182
2016/1/20,4.22,185
2016/1/21,4.22,185
2016/1/22,4.315,189
2016/1/23,4.445,195
2016/1/24,4.445,195
2016/1/25,4.335,190
2016/1/26,4.335,190
2016/1/27,4.335,190
2016/1/28,4.335,190
2016/1/29,4.22,185
2016/1/30,4.22,185
2016/1/31,4.22,185
2016/2/1,4.11,180
2016/2/2,4,176
2016/2/3,4.11,180
2016/2/4,4.22,185
2016/2/5,4.22,185
2016/2/6,4.11,180
2016/2/7,4.11,180
2016/2/8,4,176
2016/2/9,4,176
2016/2/10,4,176
2016/2/11,4,176
2016/2/12,4,176
2016/2/13,4,176
2016/2/14,3.95,173
2016/2/15,3.95,173
2016/2/16,3.95,173
2016/2/17,3.95,173
2016/2/18,3.95,173
2016/2/19,3.95,173
2016/2/20,3.85,169
2016/2/21,3.75,165
2016/2/22,3.75,165
2016/2/23,3.65,160
2016/2/24,3.65,160
2016/2/25,3.65,160
2016/2/26,3.55,156
2016/2/27,3.45,151
2016/2/28,3.35,147
2016/2/29,3.25,143
2016/3/1,3.175,139
2016/3/2,3.11,136
2016/3/3,3.11,136
2016/3/4,3.22,141
2016/3/5,3.22,141
2016/3/6,3.22,141
2016/3/7,3.22,141
2016/3/8,3.22,141
2016/3/9,3.22,141
2016/3/10,3.155,138
2016/3/11,3.11,136
2016/3/12,3.11,136
2016/3/13,3.11,136
2016/3/14,3.11,136
2016/3/15,3.11,136
2016/3/16,3.11,136
2016/3/17,3.11,136
2016/3/18,3.22,141
2016/3/19,3.165,139
2016/3/20,3.165,139
2016/3/21,3.11,136
2016/3/22,3.11,136
2016/3/23,3.11,136
2016/3/24,3.11,136
2016/3/25,3.11,136
2016/3/26,3.115,137
2016/3/27,3.225,141
2016/3/28,3.29,144
2016/3/29,3.335,146
2016/3/30,3.335,146
2016/3/31,3.335,146
2016/4/1,3.335,146
2016/4/2,3.335,146
2016/4/3,3.335,146
2016/4/4,3.275,144
2016/4/5,3.275,144
2016/4/6,3.22,141
2016/4/7,3.22,141
2016/4/8,3.335,146
2016/4/9,3.445,151
2016/4/10,3.4,149
2016/4/11,3.335,146
2016/4/12,3.445,151
2016/4/13,3.445,151
2016/4/14,3.445,151
2016/4/15,3.555,156
2016/4/16,3.555,156
2016/4/17,3.555,156
2016/4/18,3.555,156
2016/4/19,3.555,156
2016/4/20,3.555,156
2016/4/21,3.665,161
2016/4/22,3.665,161
2016/4/23,3.61,158
2016/4/24,3.525,155
2016/4/25,3.45,151
2016/4/26,3.45,151
2016/4/27,3.375,148
2016/4/28,3.335,146
2016/4/29,3.335,146
2016/4/30,3.335,146
2016/5/1,3.335,146
2016/5/2,3.335,146
2016/5/3,3.335,146
2016/5/4,3.335,146
