date,price,price
2015-01-01,4.0,176
2015-01-02,4.0,176
2015-01-03,4.0,176
2015-01-04,4.11,180
2015-01-05,4.11,180
2015-01-06,4.22,185
2015-01-07,4.155,182
2015-01-08,4.22,185
2015-01-09,4.22,185
2015-01-10,4.155,182
2015-01-11,4.155,182
2015-01-12,4.22,185
2015-01-13,4.22,185
2015-01-14,4.22,185
2015-01-15,4.335,190
2015-01-16,4.335,190
2015-01-17,4.335,190
2015-01-18,4.335,190
2015-01-19,4.335,190
2015-01-20,4.335,190
2015-01-21,4.335,190
2015-01-22,4.22,185
2015-01-23,4.22,185
2015-01-24,4.22,185
2015-01-25,4.11,180
2015-01-26,4.11,180
2015-01-27,4.11,180
2015-01-28,4.11,180
2015-01-29,4.155,182
2015-01-30,4.11,180
2015-01-31,4.11,180
2015-02-01,4.11,180
2015-02-02,4.11,180
2015-02-03,4.11,180
2015-02-04,4.11,180
2015-02-05,4.11,180
2015-02-06,4.22,185
2015-02-07,4.335,190
2015-02-08,4.445,195
2015-02-09,4.445,195
2015-02-10,4.445,195
2015-02-11,4.445,195
2015-02-12,4.555,200
2015-02-13,4.555,200
2015-02-14,4.445,195
2015-02-27,3.665,161
2015-02-28,3.665,161
2015-03-01,3.78,166
2015-03-02,3.78,166
2015-03-03,3.715,163
2015-03-04,3.665,161
2015-03-05,3.665,161
2015-03-06,3.665,161
2015-03-07,3.615,159
2015-03-08,3.615,159
2015-03-09,3.555,156
2015-03-10,3.555,156
2015-03-12,3.555,156
2015-03-13,3.5,154
2015-03-14,3.5,154
2015-03-15,3.445,151
2015-03-16,3.555,156
2015-03-17,3.62,159
2015-03-18,3.62,159
2015-03-19,3.555,156
2015-03-20,3.555,156
2015-03-21,3.555,156
2015-03-22,3.5,154
2015-03-23,3.445,151
2015-03-24,3.445,151
2015-03-25,3.38,148
2015-03-26,3.335,146
2015-03-27,3.335,146
2015-03-28,3.335,146
2015-03-29,3.335,146
2015-03-30,3.455,152
2015-03-31,3.575,157
2015-04-01,3.555,156
2015-04-02,3.475,152
2015-04-03,3.475,152
2015-04-04,3.445,151
2015-04-05,3.355,147
2015-04-06,3.335,146
2015-04-07,3.335,146
2015-04-08,3.335,146
2015-04-09,3.335,146
2015-04-10,3.335,146
2015-04-11,3.335,146
2015-04-12,3.445,151
2015-04-13,3.445,151
2015-04-14,3.445,151
2015-04-15,3.445,151
2015-04-16,3.445,151
2015-04-17,3.555,156
2015-04-18,3.6,158
2015-04-19,3.555,156
2015-04-20,3.555,156
2015-04-21,3.45,151
2015-04-22,3.445,151
2015-04-23,3.445,151
2015-04-24,3.445,151
2015-04-25,3.445,151
2015-04-26,3.445,151
2015-04-27,3.445,151
2015-04-28,3.445,151
2015-04-29,3.355,147
2015-04-30,3.335,146
2015-05-01,3.445,151
2015-05-02,3.51,154
2015-05-03,3.445,151
2015-05-04,3.445,151
2015-05-05,3.445,151
2015-05-06,3.445,151
2015-05-07,3.445,151
2015-05-08,3.445,151
2015-05-09,3.4,149
2015-05-10,3.4,149
2015-05-11,3.4,149
2015-05-12,3.4,149
2015-05-13,3.335,146
2015-05-14,3.335,146
2015-05-15,3.445,151
2015-05-16,3.445,151
2015-05-17,3.445,151
2015-05-18,3.445,151
2015-05-19,3.445,151
2015-05-20,3.445,151
2015-05-21,3.445,151
2015-05-22,3.4,149
2015-05-23,3.335,146
2015-05-24,3.335,146
2015-05-25,3.335,146
2015-05-26,3.335,146
2015-05-27,3.335,146
2015-05-28,3.335,146
2015-05-29,3.24,142
2015-05-30,3.24,142
2015-05-31,3.165,139
2015-06-01,3.11,136
2015-06-02,3.11,136
2015-06-03,3.22,141
2015-06-04,3.165,139
2015-06-05,3.11,136
2015-06-06,3.11,136
2015-06-07,3.11,136
2015-06-08,3.22,141
2015-06-09,3.22,141
2015-06-10,3.335,146
2015-06-11,3.45,151
2015-06-12,3.565,156
2015-06-13,3.615,159
2015-06-14,3.525,155
2015-06-15,3.425,150
2015-06-16,3.425,150
2015-06-17,3.325,146
2015-06-18,3.27,143
2015-06-19,3.22,141
2015-06-20,3.22,141
2015-06-21,3.22,141
2015-06-22,3.165,139
2015-06-23,3.11,136
2015-06-24,3.155,138
2015-06-25,3.22,141
2015-06-26,3.155,138
2015-06-27,3.155,138
2015-06-28,3.155,138
2015-06-29,3.155,138
2015-06-30,3.155,138
2015-07-01,3.155,138
2015-07-02,3.155,138
2015-07-03,3.11,136
2015-07-04,3.11,136
2015-07-05,3.22,141
2015-07-06,3.22,141
2015-07-07,3.29,144
2015-07-08,3.29,144
2015-07-09,3.29,144
2015-07-10,3.38,148
2015-07-11,3.445,151
2015-07-12,3.445,151
2015-07-13,3.38,148
2015-07-14,3.335,146
2015-07-15,3.335,146
2015-07-16,3.335,146
2015-07-17,3.335,146
2015-07-18,3.335,146
2015-07-19,3.335,146
2015-07-20,3.335,146
2015-07-21,3.335,146
2015-07-22,3.335,146
2015-07-23,3.335,146
2015-07-24,3.445,151
2015-07-25,3.5,154
2015-07-26,3.605,158
2015-07-27,3.605,158
2015-07-28,3.725,163
2015-07-29,3.85,169
2015-07-30,3.89,171
2015-07-31,3.89,171
2015-08-01,3.89,171
2015-08-02,3.89,171
2015-08-03,3.89,171
2015-08-04,4.0,176
2015-08-05,4.11,180
2015-08-06,4.11,180
2015-08-07,4.0,176
2015-08-08,4.0,176
2015-08-09,3.915,172
2015-08-10,3.825,168
2015-08-11,3.825,168
2015-08-12,3.89,171
2015-08-13,3.89,171
2015-08-14,3.89,171
2015-08-15,3.99,175
2015-08-16,4.11,180
2015-08-17,4.11,180
2015-08-18,4.045,177
2015-08-19,4.11,180
2015-08-20,4.22,185
2015-08-21,4.31,189
2015-08-22,4.335,190
2015-08-23,4.335,190
2015-08-24,4.335,190
2015-08-25,4.335,190
2015-08-26,4.335,190
2015-08-28,4.22,185
2015-08-29,4.22,185
2015-08-30,4.22,185
2015-08-31,4.22,185
2015-09-01,4.22,185
2015-09-02,4.22,185
2015-09-03,4.22,185
2015-09-04,4.22,185
2015-09-05,4.335,190
2015-09-06,4.335,190
2015-09-07,4.335,190
2015-09-08,4.335,190
2015-09-09,4.335,190
2015-09-10,4.335,190
2015-09-11,4.335,190
2015-09-12,4.335,190
2015-09-13,4.335,190
2015-09-14,4.335,190
2015-09-15,4.335,190
2015-09-16,4.22,185
2015-09-17,4.11,180
2015-09-18,4.045,177
2015-09-19,4.11,180
2015-09-20,4.11,180
2015-09-21,4.11,180
2015-09-24,4.0,176
2015-09-25,4.0,176
2015-09-26,4.0,176
2015-09-27,4.0,176
2015-09-28,4.0,176
2015-09-29,4.0,176
2015-09-30,3.9,171
2015-10-01,3.8,167
2015-10-02,3.7,162
2015-10-03,3.6,158
2015-10-04,3.555,156
2015-10-05,3.555,156
2015-10-06,3.555,156
2015-10-07,3.555,156
2015-10-08,3.555,156
2015-10-09,3.555,156
2015-10-10,3.55,156
2015-10-11,3.445,151
2015-10-12,3.38,148
2015-10-13,3.335,146
2015-10-14,3.335,146
2015-10-15,3.335,146
2015-10-16,3.335,146
2015-10-17,3.335,146
2015-10-18,3.335,146
2015-10-19,3.335,146
2015-10-20,3.445,151
2015-10-21,3.445,151
2015-10-22,3.445,151
2015-10-23,3.445,151
2015-10-24,3.45,151
2015-10-25,3.45,151
2015-10-26,3.45,151
2015-10-27,3.445,151
2015-10-28,3.555,156
2015-10-29,3.555,156
2015-10-30,3.49,153
2015-10-31,3.51,154
2015-11-01,3.555,156
2015-11-02,3.51,154
2015-11-03,3.555,156
2015-11-04,3.555,156
2015-11-05,3.555,156
2015-11-06,3.665,161
2015-11-07,3.78,166
2015-11-08,3.89,171
2015-11-09,3.78,166
2015-11-10,3.69,162
2015-11-11,3.665,161
2015-11-12,3.665,161
2015-11-13,3.665,161
2015-11-14,3.665,161
2015-11-15,3.61,158
2015-11-16,3.555,156
2015-11-17,3.5,154
2015-11-18,3.49,153
2015-11-19,3.61,158
2015-11-20,3.725,163
2015-11-21,3.775,166
2015-11-22,3.89,171
2015-11-23,3.955,174
2015-11-24,3.845,169
2015-11-25,3.75,165
2015-11-26,3.65,160
2015-11-27,3.575,157
2015-11-28,3.51,154
2015-11-29,3.555,156
2015-11-30,3.665,161
2015-12-01,3.665,161
2015-12-02,3.665,161
2015-12-03,3.62,159
2015-12-04,3.665,161
2015-12-05,3.665,161
2015-12-06,3.665,161
2015-12-07,3.6,158
2015-12-08,3.6,158
2015-12-09,3.6,158
2015-12-10,3.6,158
2015-12-11,3.555,156
2015-12-12,3.6,158
2015-12-13,3.6,158
2015-12-14,3.6,158
2015-12-15,3.6,158
2015-12-16,3.6,158
2015-12-17,3.6,158
2015-12-18,3.665,161
2015-12-19,3.665,161
2015-12-20,3.665,161
2015-12-21,3.62,159
2015-12-22,3.62,159
2015-12-23,3.665,161
2015-12-24,3.725,163
2015-12-25,3.775,166
2015-12-26,3.78,166
2015-12-27,3.925,172
2015-12-28,3.89,171
2015-12-29,3.89,171
2015-12-30,3.78,166
2015-12-31,3.89,171
