symbol,name,current,chg,percent,last_close,open,high,low,volume,amount,market_capital,pe_ttm,high52w,low52w,hasexist
SH600061,国投资本,14.28,0.83,6.17,13.45,13.77,14.8,13.2,71747481.0,1007994194.0,60363412501.56,34.291,14.8,6.63,false
SH600062,华润双鹤,13.11,-0.05,-0.38,13.16,13.13,13.27,13.0,20848424.0,274061206.0,13676846364.99,14.222,22.64,10.66,false
SH600063,皖维高新,3.19,0.04,1.27,3.15,3.26,3.28,3.13,39969003.0,128127599.0,6143604067.48,54.61,3.55,2.16,false
SH600064,南京高科,9.31,0.22,2.42,9.09,9.06,9.43,9.06,42951919.0,397109077.0,11506758627.28,9.584,10.18,5.8,false
SH600066,宇通客车,14.98,-0.16,-1.06,15.14,15.2,15.93,14.6,34840396.0,535410087.0,33164809560.54,13.679,24.12,10.45,false
SH600067,冠城大通,4.34,-0.03,-0.69,4.37,4.35,4.42,4.31,12476858.0,54484187.0,6475760546.5,17.289,6.43,3.13,false
SH600068,葛洲坝,7.12,0.04,0.56,7.08,7.08,7.23,7.07,84947054.0,607455247.0,32786015173.44,6.717,9.43,5.91,false
SH600069,银鸽投资,3.25,0.09,2.85,3.16,3.16,3.35,3.14,52149851.0,169081253.0,5277459993.0,98.062,6.55,2.64,false
SH600070,浙江富润,7.79,-0.46,-5.58,8.25,7.9,8.17,7.64,27246348.0,215686583.0,4065960259.22,22.913,9.87,5.46,false
SH600071,凤凰光学,10.18,0.04,0.39,10.14,10.1,10.3,9.95,2412435.0,24398752.0,2417469591.9,37.346,18.0,6.76,false
SH600072,中船科技,9.1,0.29,3.29,8.81,8.82,9.48,8.82,29012635.0,266777764.0,6699873935.3,408.81,14.55,6.5,false
SH600073,上海梅林,8.53,-0.28,-3.18,8.81,8.8,8.89,8.45,22099002.0,192131414.0,7998832396.16,28.28,9.17,5.63,false
SH600074,*ST保千,1.24,0.06,5.08,1.18,1.17,1.24,1.16,38434561.0,47013563.0,3022978700.76,None,2.47,1.01,false
SH600075,新疆天业,5.18,-0.03,-0.58,5.21,5.2,5.26,5.14,12985543.0,67559618.0,5037665783.36,14.684,8.21,4.33,false
SH600076,康欣新材,4.69,-0.01,-0.21,4.7,4.68,4.83,4.66,28833712.0,136566239.0,4850698765.01,10.102,6.83,3.61,false
SH600077,宋都股份,3.17,0.1,3.26,3.07,3.13,3.21,3.06,28605808.0,89696605.0,4248187773.42,13.662,4.14,2.22,false
SH600078,澄星股份,3.95,-0.04,-1.0,3.99,4.0,4.03,3.9,15140596.0,60227298.0,2617162800.95,124.791,4.81,2.83,false
SH600079,人福医药,10.82,-0.25,-2.26,11.07,11.01,11.15,10.73,22097222.0,242645172.0,14647080547.64,18.838,16.2,8.35,false
SH600080,金花股份,7.55,-0.26,-3.33,7.81,7.71,7.9,7.35,34096729.0,259969586.0,2818190651.75,47.383,14.93,5.45,false
SH600081,东风科技,8.78,0.06,0.69,8.72,8.81,9.17,8.7,5274503.0,47001691.0,2753056800.0,20.509,12.81,6.78,false
SH600082,海泰发展,5.07,0.24,4.97,4.83,4.86,5.09,4.81,42693100.0,213001321.0,3275807237.82,55.758,6.68,3.33,false
SH600083,博信股份,17.97,0.32,1.81,17.65,17.41,18.41,17.31,4231513.0,75746182.0,4133100000.0,174.064,21.77,12.8,false
SH600084,中葡股份,3.22,0.07,2.22,3.15,3.13,3.35,3.11,42144200.0,136201924.0,3618400392.6,None,6.77,2.34,false
SH600085,同仁堂,29.15,-0.26,-0.88,29.41,29.37,29.76,28.98,11102934.0,325819072.0,39978358137.3,38.154,43.53,26.08,false
SH600086,东方金钰,5.09,-0.57,-10.07,5.66,5.12,5.62,5.09,144998725.0,757275676.0,6871500000.0,None,9.04,2.74,false
SH600088,中视传媒,11.29,-0.29,-2.5,11.58,11.4,11.75,11.02,9998336.0,113492987.0,4490105256.0,48.083,13.42,6.9,false
SH600089,特变电工,7.93,-0.1,-1.25,8.03,8.02,8.12,7.85,57027922.0,456179020.0,29456007108.84,12.927,9.02,6.29,false
SH600090,同济堂,5.82,0.04,0.69,5.78,5.7,5.86,5.6,24026996.0,138623088.0,8378838339.9,16.247,8.68,4.53,false
SH600091,ST明科,3.97,-0.05,-1.24,4.02,4.03,4.08,3.94,2772906.0,11125937.0,1736527720.28,None,5.23,2.92,false
SH600093,易见股份,10.54,0.45,4.46,10.09,9.93,10.85,9.93,29009547.0,301849112.0,11830596650.0,13.451,17.58,6.95,false
